,0
"('ID', 'Extra-territorial organizations and bodies')",0.0
"('ZA', 'Cultivation of paddy rice')",1.48848447898
"('ZA', 'Cultivation of wheat')",640.046070807
"('ZA', 'Cultivation of cereal grains nec')",2454.88175275
"('ZA', 'Cultivation of vegetables, fruit, nuts')",8745.67320137
"('ZA', 'Cultivation of oil seeds')",861.191106025
"('ZA', 'Cultivation of sugar cane, sugar beet')",433.325001371
"('ZA', 'Cultivation of plant-based fibers')",52.0822240601
"('ZA', 'Cultivation of crops nec')",95.9419455576
"('ZA', 'Cattle farming')",1272.31832859
"('ZA', 'Pigs farming')",405.477665422
"('ZA', 'Poultry farming')",2093.89439231
"('ZA', 'Meat animals nec')",676.201255527
"('ZA', 'Animal products nec')",10.7819871817
"('ZA', 'Raw milk')",1305.86841017
"('ZA', 'Wool, silk-worm cocoons')",445.7557289
"('ZA', 'Manure treatment (conventional), storage and land application')",0.0
"('ZA', 'Manure treatment (biogas), storage and land application')",0.0
"('ZA', 'Forestry, logging and related service activities (02)')",360.955500643
"('ZA', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",1401.38442843
"('ZA', 'Mining of coal and lignite; extraction of peat (10)')",38866.725279
"('ZA', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",42.7582668486
"('ZA', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",492.81300235
"('ZA', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",5783.09838102
"('ZA', 'Mining of uranium and thorium ores (12)')",0.463898986545
"('ZA', 'Mining of iron ores')",14.2947571438
"('ZA', 'Mining of copper ores and concentrates')",8.40744507067
"('ZA', 'Mining of nickel ores and concentrates')",1.18907494868
"('ZA', 'Mining of aluminium ores and concentrates')",0.0
"('ZA', 'Mining of precious metal ores and concentrates')",255.708924866
"('ZA', 'Mining of lead, zinc and tin ores and concentrates')",0.329069502867
"('ZA', 'Mining of other non-ferrous metal ores and concentrates')",31.4962006422
"('ZA', 'Quarrying of stone')",0.141092025903
"('ZA', 'Quarrying of sand and clay')",0.736086817705
"('ZA', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",0.47769444657
"('ZA', 'Processing of meat cattle')",3002.70861129
"('ZA', 'Processing of meat pigs')",441.235271974
"('ZA', 'Processing of meat poultry')",3142.94539951
"('ZA', 'Production of meat products nec')",1128.94876069
"('ZA', 'Processing vegetable oils and fats')",650.071323399
"('ZA', 'Processing of dairy products')",4217.18187612
"('ZA', 'Processed rice')",22.4793258465
"('ZA', 'Sugar refining')",118.96869316
"('ZA', 'Processing of Food products nec')",18408.9663316
"('ZA', 'Manufacture of beverages')",9683.17420127
"('ZA', 'Manufacture of fish products')",1395.9711288
"('ZA', 'Manufacture of tobacco products (16)')",1928.7994541
"('ZA', 'Manufacture of textiles (17)')",6623.29256549
"('ZA', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",5414.94139467
"('ZA', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",3843.44706848
"('ZA', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",4908.32668324
"('ZA', 'Re-processing of secondary wood material into new wood material')",0.0
"('ZA', 'Pulp')",2054.4384976
"('ZA', 'Re-processing of secondary paper into new pulp')",0.0
"('ZA', 'Paper')",4263.29449677
"('ZA', 'Publishing, printing and reproduction of recorded media (22)')",8072.08624821
"('ZA', 'Manufacture of coke oven products')",105.034770885
"('ZA', 'Petroleum Refinery')",21011.9269512
"('ZA', 'Processing of nuclear fuel')",0.0
"('ZA', 'Plastics, basic')",7581.8129591
"('ZA', 'Re-processing of secondary plastic into new plastic')",0.0
"('ZA', 'N-fertiliser')",838.008622618
"('ZA', 'P- and other fertiliser')",2854.79695592
"('ZA', 'Chemicals nec')",8953.93903527
"('ZA', 'Manufacture of rubber and plastic products (25)')",6583.21646642
"('ZA', 'Manufacture of glass and glass products')",1437.67448041
"('ZA', 'Re-processing of secondary glass into new glass')",0.0
"('ZA', 'Manufacture of ceramic goods')",1884.34531245
"('ZA', 'Manufacture of bricks, tiles and construction products, in baked clay')",144.769832434
"('ZA', 'Manufacture of cement, lime and plaster')",1951.28860593
"('ZA', 'Re-processing of ash into clinker')",0.0
"('ZA', 'Manufacture of other non-metallic mineral products n.e.c.')",2780.14992506
"('ZA', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",2848.70234513
"('ZA', 'Re-processing of secondary steel into new steel')",4790.6524648
"('ZA', 'Precious metals production')",2333.20248341
"('ZA', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('ZA', 'Aluminium production')",526.223738208
"('ZA', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('ZA', 'Lead, zinc and tin production')",116.689818568
"('ZA', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('ZA', 'Copper production')",251.66313336
"('ZA', 'Re-processing of secondary copper into new copper')",0.0
"('ZA', 'Other non-ferrous metal production')",132.702493645
"('ZA', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('ZA', 'Casting of metals')",752.400176585
"('ZA', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",6498.65432431
"('ZA', 'Manufacture of machinery and equipment n.e.c. (29)')",0.0
"('ZA', 'Manufacture of office machinery and computers (30)')",1682.91995282
"('ZA', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",5517.92877322
"('ZA', 'Manufacture of radio, television and communication equipment and apparatus (32)')",1904.6003597
"('ZA', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",470.016258523
"('ZA', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",12461.9104253
"('ZA', 'Manufacture of other transport equipment (35)')",2038.57619004
"('ZA', 'Manufacture of furniture; manufacturing n.e.c. (36)')",8172.35123299
"('ZA', 'Recycling of waste and scrap')",0.0
"('ZA', 'Recycling of bottles by direct reuse')",0.0
"('ZA', 'Production of electricity by coal')",7263.5580558
"('ZA', 'Production of electricity by gas')",0.0
"('ZA', 'Production of electricity by nuclear')",295.360191265
"('ZA', 'Production of electricity by hydro')",43.067768971
"('ZA', 'Production of electricity by wind')",177.072953178
"('ZA', 'Production of electricity by petroleum and other oil derivatives')",12.3121671066
"('ZA', 'Production of electricity by biomass and waste')",0.0
"('ZA', 'Production of electricity by solar photovoltaic')",107.460645162
"('ZA', 'Production of electricity by solar thermal')",42.590563501
"('ZA', 'Production of electricity by tide, wave, ocean')",0.0
"('ZA', 'Production of electricity by Geothermal')",0.0
"('ZA', 'Production of electricity nec')",0.0
"('ZA', 'Transmission of electricity')",967.94808128
"('ZA', 'Distribution and trade of electricity')",3426.98910244
"('ZA', 'Manufacture of gas; distribution of gaseous fuels through mains')",121.025696359
"('ZA', 'Steam and hot water supply')",0.0
"('ZA', 'Collection, purification and distribution of water (41)')",0.0
"('ZA', 'Construction (45)')",25491.3255637
"('ZA', 'Re-processing of secondary construction material into aggregates')",0.0
"('ZA', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",6598.01641868
"('ZA', 'Retail sale of automotive fuel')",1095.69743418
"('ZA', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",29886.4940844
"('ZA', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",24275.3667509
"('ZA', 'Hotels and restaurants (55)')",15748.5252075
"('ZA', 'Transport via railways')",7780.49227991
"('ZA', 'Other land transport')",14165.7349441
"('ZA', 'Transport via pipelines')",856.401555286
"('ZA', 'Sea and coastal water transport')",2198.68891009
"('ZA', 'Inland water transport')",347.951115156
"('ZA', 'Air transport (62)')",4262.92719253
"('ZA', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",6211.76657239
"('ZA', 'Post and telecommunications (64)')",16146.5564928
"('ZA', 'Financial intermediation, except insurance and pension funding (65)')",19403.0784088
"('ZA', 'Insurance and pension funding, except compulsory social security (66)')",13780.9504516
"('ZA', 'Activities auxiliary to financial intermediation (67)')",10098.8566479
"('ZA', 'Real estate activities (70)')",51903.0473219
"('ZA', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",0.0
"('ZA', 'Computer and related activities (72)')",8696.66968007
"('ZA', 'Research and development (73)')",11664.1098249
"('ZA', 'Other business activities (74)')",19737.0960048
"('ZA', 'Public administration and defence; compulsory social security (75)')",68906.063853
"('ZA', 'Education (80)')",20628.3318945
"('ZA', 'Health and social work (85)')",39851.6117553
"('ZA', 'Incineration of waste: Food')",0.0
"('ZA', 'Incineration of waste: Paper')",0.0
"('ZA', 'Incineration of waste: Plastic')",0.0
"('ZA', 'Incineration of waste: Metals and Inert materials')",0.0
"('ZA', 'Incineration of waste: Textiles')",0.0
"('ZA', 'Incineration of waste: Wood')",0.0
"('ZA', 'Incineration of waste: Oil/Hazardous waste')",0.0
"('ZA', 'Biogasification of food waste, incl. land application')",0.0
"('ZA', 'Biogasification of paper, incl. land application')",0.0
"('ZA', 'Biogasification of sewage slugde, incl. land application')",0.0
"('ZA', 'Composting of food waste, incl. land application')",0.0
"('ZA', 'Composting of paper and wood, incl. land application')",0.0
"('ZA', 'Waste water treatment, food')",0.0
"('ZA', 'Waste water treatment, other')",0.0
"('ZA', 'Landfill of waste: Food')",0.0
"('ZA', 'Landfill of waste: Paper')",0.0
"('ZA', 'Landfill of waste: Plastic')",0.0
"('ZA', 'Landfill of waste: Inert/metal/hazardous')",0.0
"('ZA', 'Landfill of waste: Textiles')",0.0
"('ZA', 'Landfill of waste: Wood')",0.0
"('ZA', 'Activities of membership organisation n.e.c. (91)')",1246.71184177
"('ZA', 'Recreational, cultural and sporting activities (92)')",5545.77783771
"('ZA', 'Other service activities (93)')",1662.41865494
"('ZA', 'Private households with employed persons (95)')",9012.48115923
"('ZA', 'Extra-territorial organizations and bodies')",0.0
"('WA', 'Cultivation of paddy rice')",40178.50991
"('WA', 'Cultivation of wheat')",24115.3493633
"('WA', 'Cultivation of cereal grains nec')",14254.3904657
"('WA', 'Cultivation of vegetables, fruit, nuts')",176691.772514
"('WA', 'Cultivation of oil seeds')",20198.5310419
"('WA', 'Cultivation of sugar cane, sugar beet')",6857.3614872
"('WA', 'Cultivation of plant-based fibers')",5172.59227052
"('WA', 'Cultivation of crops nec')",54535.0555771
"('WA', 'Cattle farming')",36513.0577444
"('WA', 'Pigs farming')",76832.1293265
"('WA', 'Poultry farming')",20363.6458362
"('WA', 'Meat animals nec')",76340.8627071
"('WA', 'Animal products nec')",615.871372774
"('WA', 'Raw milk')",30364.0336311
"('WA', 'Wool, silk-worm cocoons')",1064.23784014
"('WA', 'Manure treatment (conventional), storage and land application')",0.0
"('WA', 'Manure treatment (biogas), storage and land application')",0.0
"('WA', 'Forestry, logging and related service activities (02)')",2152.63114183
"('WA', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",36579.1437513
"('WA', 'Mining of coal and lignite; extraction of peat (10)')",25979.3587817
"('WA', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",182871.855642
"('WA', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",75231.7916584
"('WA', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",468.592033227
"('WA', 'Mining of uranium and thorium ores (12)')",0.00749960609524
"('WA', 'Mining of iron ores')",0.0507649044702
"('WA', 'Mining of copper ores and concentrates')",0.423070330683
"('WA', 'Mining of nickel ores and concentrates')",0.0769864417823
"('WA', 'Mining of aluminium ores and concentrates')",0.00725254813505
"('WA', 'Mining of precious metal ores and concentrates')",0.0
"('WA', 'Mining of lead, zinc and tin ores and concentrates')",0.149342906186
"('WA', 'Mining of other non-ferrous metal ores and concentrates')",0.0514473898254
"('WA', 'Quarrying of stone')",0.374569516922
"('WA', 'Quarrying of sand and clay')",0.327697737767
"('WA', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",0.0
"('WA', 'Processing of meat cattle')",61339.2943445
"('WA', 'Processing of meat pigs')",40704.4824646
"('WA', 'Processing of meat poultry')",25394.9729132
"('WA', 'Production of meat products nec')",88361.1457286
"('WA', 'Processing vegetable oils and fats')",52334.7334179
"('WA', 'Processing of dairy products')",3466.08348776
"('WA', 'Processed rice')",3408.23053877
"('WA', 'Sugar refining')",11227.983682
"('WA', 'Processing of Food products nec')",19279.1590837
"('WA', 'Manufacture of beverages')",5427.38630173
"('WA', 'Manufacture of fish products')",11187.5935322
